subset,file_name,abs_image_path
3pills,1055.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1055.jpg
3pills,1056.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1056.jpg
3pills,1057.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1057.jpg
3pills,1058.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1058.jpg
3pills,1059.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1059.jpg
3pills,106.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\106.jpg
3pills,1060.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1060.jpg
3pills,1061.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1061.jpg
3pills,1062.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1062.jpg
3pills,1063.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1063.jpg
3pills,1064.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1064.jpg
3pills,1065.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1065.jpg
3pills,1066.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1066.jpg
3pills,1067.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1067.jpg
3pills,1068.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1068.jpg
3pills,1069.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1069.jpg
3pills,107.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\107.jpg
3pills,1070.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1070.jpg
3pills,1071.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1071.jpg
3pills,1072.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1072.jpg
3pills,1073.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1073.jpg
3pills,1074.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1074.jpg
3pills,1075.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1075.jpg
3pills,1076.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1076.jpg
3pills,1077.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1077.jpg
3pills,1078.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1078.jpg
3pills,1079.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1079.jpg
3pills,108.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\108.jpg
3pills,1080.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1080.jpg
3pills,1081.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1081.jpg
3pills,1082.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1082.jpg
3pills,1083.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1083.jpg
3pills,1084.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1084.jpg
3pills,1085.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1085.jpg
3pills,1086.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1086.jpg
3pills,1087.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1087.jpg
3pills,1088.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1088.jpg
3pills,1089.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1089.jpg
3pills,109.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\109.jpg
3pills,1090.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1090.jpg
3pills,1091.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1091.jpg
3pills,1092.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1092.jpg
3pills,1093.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1093.jpg
3pills,1094.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1094.jpg
3pills,1095.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1095.jpg
3pills,1096.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1096.jpg
3pills,1097.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1097.jpg
3pills,1098.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1098.jpg
3pills,1099.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1099.jpg
3pills,11.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\11.jpg
3pills,110.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\110.jpg
3pills,1100.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1100.jpg
3pills,1101.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1101.jpg
3pills,1102.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1102.jpg
3pills,1103.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1103.jpg
3pills,1104.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1104.jpg
3pills,1105.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1105.jpg
3pills,1106.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1106.jpg
3pills,1107.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1107.jpg
3pills,1108.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1108.jpg
3pills,1109.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1109.jpg
3pills,111.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\111.jpg
3pills,1110.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1110.jpg
3pills,1111.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1111.jpg
3pills,1112.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1112.jpg
3pills,1113.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1113.jpg
3pills,1114.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1114.jpg
3pills,1115.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1115.jpg
3pills,1116.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1116.jpg
3pills,1117.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1117.jpg
3pills,1118.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1118.jpg
3pills,1119.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1119.jpg
3pills,112.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\112.jpg
3pills,1120.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1120.jpg
3pills,1121.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1121.jpg
3pills,1122.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1122.jpg
3pills,1123.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1123.jpg
3pills,1124.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1124.jpg
3pills,1125.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1125.jpg
3pills,1126.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1126.jpg
3pills,1127.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1127.jpg
3pills,1128.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1128.jpg
3pills,1129.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1129.jpg
3pills,113.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\113.jpg
3pills,1130.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1130.jpg
3pills,1131.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1131.jpg
3pills,1132.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1132.jpg
3pills,1133.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1133.jpg
3pills,1134.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1134.jpg
3pills,1135.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1135.jpg
3pills,1136.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1136.jpg
3pills,1137.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1137.jpg
3pills,1138.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1138.jpg
3pills,1139.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1139.jpg
3pills,114.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\114.jpg
3pills,1140.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1140.jpg
3pills,1141.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1141.jpg
3pills,1142.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1142.jpg
3pills,1143.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1143.jpg
3pills,1144.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1144.jpg
3pills,1145.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1145.jpg
3pills,1146.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1146.jpg
3pills,1147.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1147.jpg
3pills,1148.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1148.jpg
3pills,1149.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1149.jpg
3pills,115.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\115.jpg
3pills,1150.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1150.jpg
3pills,1151.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1151.jpg
3pills,1152.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1152.jpg
3pills,1153.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1153.jpg
3pills,1154.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1154.jpg
3pills,1155.jpg,C:\Users\longn\PyCharmMiscProject\ePillID-benchmark-ePillID_data_v1.0\MEDISEG\MEDISEG\3pills\images\1155.jpg
